type,date,hour,kg,price,total,importe,concept,comment
ingreso,2023-08-10,12:33:36,20.0,8.0,160.0,0,,
ingreso,2023-08-10,12:34:22,100.0,7.0,700.0,0,,perico
ingreso,2023-08-10,12:47:41,53.0,7.5,397.5,0,gde,
ingreso,2023-08-10,12:49:10,50.0,7.5,375.0,0,,
ingreso,2023-08-10,12:51:00,20.0,8.0,160.0,0,,
gasto,2023-08-10,13:16:09,0,0,0,125.0,comida,picha srgmm
