type,date,hour,kg,price,total,importe,concept,comment
gas,09/08/2023,13:10:33,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,09/08/2023,13:40:47,0.0,0.0,0.0,400.0,pancho,380+20extra-100-50-50pres
gas,10/08/2023,07:23:10,0.0,0.0,0.0,100.0,giovanni,
gas,10/08/2023,09:09:52,0.0,0.0,0.0,1000.0,col mdo,pendientes de nota d edia anterior
ing,10/08/2023,09:11:44,0.0,0.0,225.0,0.0,,
gas,10/08/2023,09:31:01,0.0,0.0,0.0,100.0,aguas cliente,chuy guma
ing,10/08/2023,09:33:36,40.0,7.5,300.0,0.0,,
ing,10/08/2023,10:24:51,0.0,0.0,1800.0,0.0,pago,paco minero
ing,10/08/2023,10:26:52,50.0,7.0,350.0,0.0,gde,
gas,10/08/2023,11:07:29,0.0,0.0,0.0,2400.0,col mdo,15 a 160
ing,10/08/2023,11:39:19,161.0,8.0,1288.0,0.0,gde,
gas,14/08/2023,13:30:54,0.0,0.0,0.0,400.0,feo,400-50-100pres+50abono
gas,14/08/2023,13:32:50,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,14/08/2023,13:40:33,0.0,0.0,0.0,470.0,chango,450(anduvo de chofer)-50pres+20pow
gas,14/08/2023,13:40:33,0.0,0.0,0.0,390.0,pancho,390-70-50-100pres
gas,14/08/2023,13:40:33,0.0,0.0,0.0,370.0,plutis,370(llego tarde)+20extra-50pres
ing,14/08/2023,13:59:47,20.0,8.0,160.0,0.0,,
ing,14/08/2023,14:00:36,20.0,8.0,160.0,0.0,,
ing,15/08/2023,10:14:29,10.0,7.5,75.0,0.0,,
gas,15/08/2023,10:16:49,0.0,0.0,0.0,3750.0,col mdo,
gas,15/08/2023,10:39:44,0.0,0.0,0.0,1998.0,col mdo,222 a 9
gas,15/08/2023,11:32:07,0.0,0.0,0.0,70.0,aguas cliente,diablo punta de agua
ing,15/08/2023,11:32:43,40.0,7.5,300.0,0.0,,
gas,15/08/2023,12:14:23,0.0,0.0,0.0,200.0,aguas cliente,arturo welton
gas,15/08/2023,13:10:21,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,15/08/2023,13:10:30,0.0,0.0,0.0,300.0,tito,
gas,15/08/2023,13:12:36,0.0,0.0,0.0,365.0,chuy,350-25pres+25extra
gas,15/08/2023,13:18:36,0.0,0.0,0.0,440.0,chango,400+20pow-50-50pres+20cam(se empaco punio adentro)
gas,15/08/2023,13:53:13,0.0,0.0,0.0,6900.0,chofer camiones,4000 cargada - 2000 resto cargadas - 900 camioneta
gas,15/08/2023,13:53:36,0.0,0.0,0.0,2500.0,vale diesel,rabon - sobran 500
gas,15/08/2023,14:07:49,0.0,0.0,0.0,500.0,plutis,400-100pres+100pres
gas,15/08/2023,14:10:11,0.0,0.0,0.0,380.0,pancho,380-200pres
gas,15/08/2023,14:11:00,0.0,0.0,0.0,550.0,trino,550-50pres
ing,01/09/2023,12:58:55,0.0,0.0,855.0,0.0,pago,barba
ing,01/09/2023,13:00:44,12.0,7.5,90.0,0.0,,
ing,01/09/2023,13:13:30,260.0,6.7,1742.0,0.0,,davalos
ing,01/09/2023,13:31:26,38.0,7.5,285.0,0.0,,
ing,01/09/2023,13:32:56,25.0,7.5,187.5,0.0,,
ing,01/09/2023,13:38:45,25.0,7.5,187.5,0.0,,
ing,01/09/2023,14:56:59,40.0,6.7,268.0,0.0,,hilo
ing,01/09/2023,14:57:07,13.0,7.5,97.5,0.0,,
gas,01/09/2023,15:01:08,0.0,0.0,0.0,350.0,giovanni,350llego tarde andaba puñeteado-50prestados
gas,01/09/2023,15:06:25,0.0,0.0,0.0,560.0,lalo,550+10cam
gas,01/09/2023,15:06:43,0.0,0.0,0.0,410.0,chuy,400+10cam
gas,01/09/2023,15:07:50,0.0,0.0,0.0,560.0,trino,550+10cam-100pres
gas,01/09/2023,15:12:12,0.0,0.0,0.0,410.0,pancho,400+10extra-110-50-50pres
coment,01/09/2023,15:18:41,0.0,0.0,0.0,0.0,100 mas en dinero chofer,pancho dijo que iban 100 mas en el dinero del chofer y fue cierto
gas,01/09/2023,15:22:50,0.0,0.0,0.0,400.0,plutis,400-50pres
ing,05/09/2023,09:11:46,0.0,0.0,2400.0,0.0,,paco minero
ing,05/09/2023,12:41:33,0.0,0.0,2100.0,0.0,,ray andrade
ing,05/09/2023,12:41:43,0.0,0.0,2800.0,0.0,renta,kike y diego
gas,05/09/2023,13:02:40,0.0,0.0,0.0,4000.0,cargada,
gas,05/09/2023,13:02:51,0.0,0.0,0.0,1000.0,resto cargada,
gas,05/09/2023,13:03:10,0.0,0.0,0.0,900.0,camioneta,
gas,05/09/2023,13:03:22,0.0,0.0,0.0,3000.0,vale diesel,
ing,05/09/2023,13:20:20,0.0,0.0,1217.0,0.0,,karla alex
ing,05/09/2023,13:52:33,0.0,0.0,900.0,0.0,,rocio col gde
gas,05/09/2023,14:08:08,0.0,0.0,0.0,514.0,lalo,500+14cam
gas,05/09/2023,14:08:17,0.0,0.0,0.0,450.0,omar,
gas,05/09/2023,14:08:35,0.0,0.0,0.0,550.0,trino,
gas,05/09/2023,14:09:16,0.0,0.0,0.0,430.0,pancho,430-100pres
gas,05/09/2023,14:14:08,0.0,0.0,0.0,430.0,chango,400+20pow+10cam-100pres
gas,05/09/2023,14:15:31,0.0,0.0,0.0,370.0,plutis,370llegotarde-200pres
gas,05/09/2023,14:17:09,0.0,0.0,0.0,420.0,chuy,420-50pres
ing,06/09/2023,09:29:04,0.0,0.0,7400.0,0.0,abono,braulio rivas
ing,06/09/2023,09:32:40,9.0,7.5,67.5,0.0,,
gas,06/09/2023,10:00:15,0.0,0.0,0.0,700.0,cuota ucma,
gas,06/09/2023,10:00:27,0.0,0.0,0.0,2600.0,pension ucma,
ing,06/09/2023,10:02:26,0.0,0.0,300.0,0.0,pago,sergio col limpio
gas,06/09/2023,10:38:54,0.0,0.0,0.0,100.0,arpillero,reparada
gas,06/09/2023,11:10:10,0.0,0.0,0.0,400.0,bascula,reparacion
gas,06/09/2023,11:44:35,0.0,0.0,0.0,360.0,chuy,350+10cam-20pres
gas,06/09/2023,11:45:33,0.0,0.0,0.0,464.0,lalo,450+14cam
gas,06/09/2023,11:49:16,0.0,0.0,0.0,370.0,omar,
gas,06/09/2023,12:27:27,0.0,0.0,0.0,497.0,chango,450-50pres+20pow+27tacos(entrego en camioneta)
gas,06/09/2023,12:56:53,0.0,0.0,0.0,400.0,plutis,400-50pres
gas,06/09/2023,13:29:38,0.0,0.0,0.0,370.0,pancho,370-250pres
ing,07/09/2023,10:30:14,300.0,7.0,2100.0,0.0,,sixto andrade
ing,07/09/2023,11:45:35,0.0,0.0,1225.0,0.0,gde,a 7
ing,07/09/2023,12:24:44,0.0,0.0,3600.0,0.0,,carlos sanchez
gas,07/09/2023,12:24:57,0.0,0.0,0.0,700.0,arpillas,200 a 3.5
gas,07/09/2023,12:35:33,0.0,0.0,0.0,466.0,lalo,450+16cam
gas,07/09/2023,12:41:59,0.0,0.0,0.0,400.0,chuy,400-30-100
gas,07/09/2023,12:43:44,0.0,0.0,0.0,400.0,omar,
ing,07/09/2023,13:01:02,189.0,7.5,1417.5,0.0,gde,cristiano
gas,07/09/2023,13:03:58,0.0,0.0,0.0,4000.0,cargada,
gas,07/09/2023,13:04:14,0.0,0.0,0.0,900.0,camioneta,gente carga
gas,07/09/2023,13:04:27,0.0,0.0,0.0,3000.0,vale diesel,
gas,07/09/2023,13:04:41,0.0,0.0,0.0,380.0,pancho,380-100pres
gas,07/09/2023,13:07:30,0.0,0.0,0.0,1200.0,camion,muey negro
gas,07/09/2023,13:08:06,0.0,0.0,0.0,400.0,plutis,400-50pres
gas,07/09/2023,13:40:23,0.0,0.0,0.0,570.0,trino,550+20cam
ing,09/09/2023,10:05:54,54.0,7.0,378.0,0.0,gde,
ing,09/09/2023,10:10:08,100.0,7.0,700.0,0.0,gde,
gas,09/09/2023,10:15:34,0.0,0.0,0.0,1450.0,arpillas,papa more 700 a 3.5 - se deben 1000
ing,09/09/2023,10:27:48,14.0,7.5,105.0,0.0,,
gas,09/09/2023,10:47:05,0.0,0.0,0.0,10.0,trino,
ing,09/09/2023,10:53:10,10.0,7.5,75.0,0.0,,
ing,09/09/2023,11:01:19,0.0,0.0,1430.0,0.0,,castillo
ing,09/09/2023,11:06:13,20.0,7.5,150.0,0.0,,
ing,09/09/2023,11:08:08,25.0,7.5,187.5,0.0,,
ing,09/09/2023,11:13:09,30.0,7.5,225.0,0.0,gde,
gas,09/09/2023,11:28:34,0.0,0.0,0.0,450.0,lalo,
gas,09/09/2023,11:38:42,0.0,0.0,0.0,370.0,omar,
ing,09/09/2023,11:53:27,0.0,0.0,7475.0,0.0,,jch
gas,09/09/2023,11:53:41,0.0,0.0,0.0,95.0,aguas cliente,mani jch
gas,09/09/2023,12:05:08,0.0,0.0,0.0,550.0,trino,550-50-100pres
gas,09/09/2023,12:11:03,0.0,0.0,0.0,1000.0,arpillas,pendientes mariano papa more
ing,09/09/2023,12:53:26,6.0,7.5,45.0,0.0,,
ing,09/09/2023,12:57:32,13.0,7.5,97.5,0.0,,
ing,09/09/2023,13:06:03,21.0,7.5,157.5,0.0,gde,
ing,09/09/2023,13:06:48,29.0,7.5,217.5,0.0,,
gas,09/09/2023,13:08:28,0.0,0.0,0.0,380.0,pancho,380-150pres
ing,09/09/2023,13:18:27,10.0,7.5,75.0,0.0,,
ing,09/09/2023,13:23:14,55.0,7.0,385.0,0.0,gde,
ing,09/09/2023,13:24:17,15.0,6.5,97.5,0.0,,
gas,09/09/2023,13:26:58,0.0,0.0,0.0,400.0,plutis,400-50pres
gas,11/09/2023,11:31:57,0.0,0.0,0.0,100.0,cocas salida,sos picha
gas,11/09/2023,11:32:12,0.0,0.0,0.0,214.0,arpillas,65 a 3.3
ing,11/09/2023,11:46:31,0.0,0.0,17010.0,0.0,,alfonso hdez
gas,11/09/2023,11:51:45,0.0,0.0,0.0,366.0,chuy,350+10cam+6extra
gas,11/09/2023,11:51:58,0.0,0.0,0.0,460.0,lalo,450+10cam
gas,11/09/2023,11:59:01,0.0,0.0,0.0,420.0,chango,400+20camion
gas,11/09/2023,11:59:50,0.0,0.0,0.0,370.0,omar,
ing,11/09/2023,12:25:50,0.0,0.0,8400.0,0.0,,carlos sanchez
ing,11/09/2023,12:37:35,152.0,6.5,988.0,0.0,,davalos - sele repuso una de 50kg de unas que le salieron malas
gas,11/09/2023,12:41:20,0.0,0.0,0.0,550.0,trino,550-50pres
gas,11/09/2023,12:41:34,0.0,0.0,0.0,370.0,pancho,370-100pres
gas,11/09/2023,12:50:05,0.0,0.0,0.0,300.0,plutis,llego 7.15 y eso se acordo que se le pagaria
gas,15/09/2023,13:09:52,0.0,0.0,0.0,700.0,arpillas,200 a 3.5
gas,15/09/2023,13:38:45,0.0,0.0,0.0,25.0,trino,chela esperar camion para empacar
gas,15/09/2023,13:54:42,0.0,0.0,0.0,155.0,arpilla,47 a 3.3
gas,15/09/2023,15:22:51,0.0,0.0,0.0,550.0,trino,
ing,15/09/2023,15:22:58,60.0,6.5,390.0,0.0,,navarro
ing,15/09/2023,15:44:53,0.0,0.0,1000.0,0.0,para pago de gente,
gas,15/09/2023,16:09:57,0.0,0.0,0.0,440.0,chuy,440esperaroncamion-20pres
gas,15/09/2023,16:11:39,0.0,0.0,0.0,470.0,omar,470espero camion
gas,15/09/2023,16:12:24,0.0,0.0,0.0,450.0,pancho,450espero camion - 100pres
gas,2023-09-16,10:57:40,0.0,0.0,0.0,1200.0,aguas cliente,mariana guma
gas,2023-09-16,12:42:51,0.0,0.0,0.0,1500.0,gas roja,comodin 1
ing,2023-09-16,13:02:51,0.0,0.0,41400.0,0,,alfonso hdez
gas,2023-09-16,13:03:05,0,0,0,200.0,aguas cliente,ayudante alfonso hdez
gas,2023-09-16,13:04:01,0,0,0,280.0,arpillas,85 a 3.3
gas,2023-09-16,13:10:52,0,0,0,510.0,lalo,500+10cam
gas,2023-09-16,13:14:22,0,0,0,450.0,omar,
gas,2023-09-16,13:15:31,0,0,0,420.0,chuy,420llego temprano-40pres
gas,2023-09-16,13:26:24,0,0,0,550.0,trino,
gas,2023-09-16,13:40:05,0,0,0,11900.0,gastos chofer,
gas,2023-09-16,13:42:46,0,0,0,450.0,pancho,450-200pres
ing,2023-09-18,11:20:33,52.0,7.5,390.0,0,,
gas,2023-09-18,11:20:51,0,0,0,350.0,arpillas,100 ama a 3.5
ing,2023-09-18,11:45:39,39.0,7.5,292.5,0,gde,
ing,2023-09-18,11:47:13,60.0,7.0,420.0,0,gde,
gas,2023-09-18,12:02:19,0,0,0,450.0,lalo,
ing,2023-09-18,12:02:32,0.0,0.0,130.0,0,,dona mari lalo
gas,2023-09-18,12:06:20,0,0,0,420.0,omar,
gas,2023-09-18,12:07:38,0,0,0,550.0,trino,550-50pres
ing,2023-09-18,13:00:01,18.0,7.0,126.0,0,,
gas,2023-09-18,13:07:48,0,0,0,230.0,arpillas,70 a 3.3
ing,2023-09-18,13:40:06,42.0,6.8,285.6,0,gde,
ing,2023-09-18,13:58:45,290.0,7.0,2030.0,0,gde,
gas,2023-09-18,14:00:44,0,0,0,350.0,plutis,350llegocuandofaltabaunbanco - 50pres
gas,2023-09-18,14:01:48,0,0,0,370.0,pancho,370-50-50pres
gas,2023-09-19,08:35:13,0,0,0,1950.0,col mdo,15 a 130
ing,2023-09-19,09:26:29,0.0,0.0,1945.0,0,,castillo
gas,2023-09-19,09:37:27,0,0,0,500.0,aguas cliente,graciela baja calif sur
ing,2023-09-19,09:44:24,80.0,7.5,600.0,0,,
ing,2023-09-19,09:46:10,400.0,6.5,2600.0,0,,nunez
gas,2023-09-19,09:52:50,0,0,0,8.0,chango,cigarro
ing,2023-09-19,11:52:46,80.0,6.5,520.0,0,,serrano
gas,2023-09-19,12:17:56,0,0,0,410.0,chuy,400-50pres+10cam
gas,2023-09-19,12:24:43,0,0,0,520.0,lalo,500-100pres+20cam
gas,2023-09-19,12:31:43,0,0,0,480.0,chango,450+20pow+10cam-50pres
gas,2023-09-19,12:32:52,0,0,0,420.0,pancho,420-50pres
gas,2023-09-19,12:37:19,0,0,0,470.0,omar,450+20extra
gas,2023-09-19,13:03:23,0,0,0,560.0,trino,550+10cam-50pres
gas,2023-09-19,13:08:35,0,0,0,350.0,plutis,"350(llego tarde y ya llevabamos mucho empacado, se le iba a dar 300 pero sirve en la tarde para cobrar o pedidos) - 50pres"
